prototype,pc,opcode,name,A,B,C,D,mode,flag,flag_b,flag_c
33,31,21,OP_021,3,36,15,0,0,False,False,False
33,32,4,OP_004,5,7,57,0,0,False,True,False
33,33,5,OP_005,3,3,5,0,0,False,False,False
33,34,6,OP_006,"[3, 4]",None,None,None,3,False,False,False
33,35,8,OP_008,5,8,86,0,0,False,False,False
33,36,24,OP_024,3,3,2,0,0,False,False,False
33,37,21,OP_021,4,3,27,0,0,False,False,False
33,38,26,OP_026,4,40,5,0,0,False,False,False
33,39,4,OP_004,256,19,35,0,0,False,False,False
33,40,35,OP_035,256,0,42,0,0,False,False,False
33,41,4,OP_004,5,9,8,0,0,False,True,False
33,42,7,OP_007,4,3,5,0,0,False,False,False
33,43,4,OP_004,5,10,77,0,0,False,True,False
33,44,59,OP_059,4,4,5,0,0,False,False,False
33,45,12,OP_012,4,75,10,0,0,False,False,False
33,46,21,OP_021,4,36,46,0,0,False,False,False
33,47,3,OP_003,"[6, 7]","[11, 7]",None,None,2,False,False,False
33,48,25,OP_025,4,3,2,7,0,False,False,False
33,49,12,OP_012,4,51,15,0,0,False,False,False
33,50,4,OP_004,257,20,45,0,0,False,False,False
33,51,35,OP_035,257,0,39,0,0,False,False,False
33,52,4,OP_004,5,12,78,0,0,False,True,False
33,53,7,OP_007,4,36,5,0,0,False,False,False
33,54,21,OP_021,5,4,24,0,0,False,False,False
33,55,12,OP_012,5,75,35,0,0,False,False,False
33,56,19,OP_019,6,13,99,0,0,False,True,False
33,57,4,OP_004,7,14,97,0,0,False,True,False
33,58,7,OP_007,6,6,7,0,0,False,False,False
33,59,6,OP_006,"[6, 1]",None,None,None,3,False,False,False
33,60,10,OP_010,8,33,56,0,0,False,False,False
33,61,4,OP_004,9,15,3,0,0,False,True,False
33,62,1,OP_001,8,9,36,0,0,False,False,False
33,63,4,OP_004,9,16,72,0,0,False,True,False
33,64,1,OP_001,8,9,4,0,0,False,False,False
33,65,3,OP_003,"[9, 11]","[17, 18]",None,None,2,False,False,False
33,66,7,OP_007,10,4,11,0,0,False,False,False
33,67,1,OP_001,8,9,10,0,0,False,False,False
33,68,2,OP_002,8,0,0,0,0,False,False,False
33,69,23,OP_023,5,3,1,0,0,False,False,False
33,70,4,OP_004,258,21,24,0,0,False,False,False
33,71,35,OP_035,258,0,38,0,0,False,False,False
33,72,4,OP_004,259,21,99,0,0,False,False,False
33,73,35,OP_035,259,0,50,0,0,False,False,False
33,74,4,OP_004,260,21,26,0,0,False,False,False
33,75,35,OP_035,260,0,48,0,0,False,False,False
33,76,40,OP_040,32,25,2,0,0,False,False,False
33,77,55,OP_055,1,86,96,0,0,False,False,False
33,78,20,OP_020,64,94,97,0,0,False,False,False
34,1,0,OP_000,4,1,43,0,0,False,True,False
34,2,16,OP_016,256,2,0,0,0,False,False,False
34,3,304,OP_304,3,16,4,256,0,False,False,False
34,4,46,OP_046,3,1,4,0,0,False,False,False
34,5,12,OP_012,3,17,89,0,0,False,False,False
34,6,13,OP_013,3,1,80,0,0,False,False,False
34,7,0,OP_000,4,2,43,0,0,False,True,False
34,8,266,OP_266,3,3,4,49,0,False,False,False
34,9,31,OP_031,5,3,78,211,0,False,True,False
34,10,5,OP_005,3,3,5,0,0,False,False,False
34,11,6,OP_006,"[3, 4]",None,None,None,3,False,False,False
34,12,0,OP_000,5,4,43,0,0,False,True,False
34,13,42,OP_042,5,5,2,0,0,False,False,False
34,14,2,OP_002,5,0,0,0,0,False,False,False
34,15,232,OP_232,3,3,0,0,0,False,False,False
34,16,73,OP_073,3,94,9,0,0,False,False,False
34,17,11,OP_011,91,37,42,0,0,False,False,False
34,18,13,OP_013,4,1,35,0,0,False,False,False
34,19,18,OP_018,4,1,3,0,0,False,False,False
34,20,0,OP_000,5,3,43,0,0,False,True,False
34,21,5,OP_005,3,3,5,0,0,False,False,False
34,22,6,OP_006,"[3, 4]",None,None,None,3,False,False,False
34,23,13,OP_013,5,2,94,0,0,False,False,False
34,24,7,OP_007,5,5,1,0,0,False,False,False
34,25,12,OP_012,5,26,39,0,0,False,False,False
34,26,11,OP_011,53,27,94,0,0,False,False,False
34,27,9,OP_009,5,1,19,0,0,False,False,False
34,28,2,OP_002,5,0,0,0,0,False,False,False
34,29,24,OP_024,3,3,2,0,0,False,False,False
34,30,9,OP_009,4,3,19,0,0,False,False,False
34,31,26,OP_026,4,32,3,0,0,False,False,False
34,32,11,OP_011,49,36,55,0,0,False,False,False
34,33,9,OP_009,4,3,19,0,0,False,False,False
34,34,9,OP_009,6,2,19,0,0,False,False,False
34,35,0,OP_000,7,3,43,0,0,False,True,False
34,36,25,OP_025,4,3,2,7,0,False,False,False
34,37,55,OP_055,4,16,80,0,0,False,False,False
34,38,20,OP_020,49,36,68,0,0,False,False,False
35,1,21,OP_021,2,1,48,0,0,False,False,False
35,2,26,OP_026,2,3,88,0,0,False,False,False
35,3,11,OP_011,51,7,12,0,0,False,False,False
35,4,4,OP_004,3,1,44,0,0,False,True,False
35,5,7,OP_007,2,1,3,0,0,False,False,False
35,6,4,OP_004,3,2,18,0,0,False,True,False
35,7,53,OP_053,2,2,3,0,0,False,False,False
35,8,55,OP_055,2,92,32,0,0,False,False,False
35,9,20,OP_020,37,36,15,0,0,False,False,False
36,1,39,OP_039,2,1,63,0,0,False,False,False
36,2,12,OP_012,2,5,26,0,0,False,False,False
36,3,0,OP_000,2,1,43,0,0,False,True,False
36,4,55,OP_055,2,60,41,0,0,False,False,False
36,5,11,OP_011,17,5,3,0,0,False,False,False
36,6,9,OP_009,2,1,19,0,0,False,False,False
36,7,0,OP_000,4,2,43,0,0,False,True,False
36,8,5,OP_005,2,2,4,0,0,False,False,False
36,9,6,OP_006,"[2, 3]",None,None,None,3,False,False,False
36,10,8,OP_008,4,3,7,0,0,False,False,False
36,11,24,OP_024,2,3,2,0,0,False,False,False
36,12,39,OP_039,3,2,63,0,0,False,False,False
36,13,12,OP_012,3,18,30,0,0,False,False,False
36,14,16,OP_016,256,2,0,0,0,False,False,False
36,15,303,OP_303,3,-14,0,256,0,False,False,False
36,16,4,OP_004,3,1,5,0,0,False,True,False
36,17,55,OP_055,3,9,45,0,0,False,False,False
36,18,11,OP_011,19,18,63,0,0,False,False,False
36,19,17,OP_017,3,4,216,0,0,False,True,False
36,20,43,OP_043,0,0,0,0,0,False,False,False
36,21,267,OP_267,3,0,0,57,0,False,False,False
36,22,31,OP_031,4,2,52,198,0,False,False,False
36,23,31,OP_031,6,5,9,166,0,False,True,False
36,24,48,OP_048,4,2,0,6,0,False,False,False
36,25,44,OP_044,4,0,0,0,0,False,False,False
36,26,47,OP_047,32,0,4,0,0,False,False,False
36,27,41,OP_041,32,36,2,0,0,False,False,False
36,28,4,OP_004,4,6,94,0,0,False,True,False
36,29,7,OP_007,3,36,4,0,0,False,False,False
36,30,4,OP_004,4,7,10,0,0,False,True,False
36,31,46,OP_046,3,3,4,0,0,False,False,False
36,32,12,OP_012,3,36,39,0,0,False,False,False
36,33,4,OP_004,3,8,2,0,0,False,True,False
36,34,55,OP_055,3,41,53,0,0,False,False,False
36,35,4,OP_004,257,9,9,0,0,False,False,False
36,36,35,OP_035,257,0,93,0,0,False,False,False
36,37,40,OP_040,32,27,2,0,0,False,False,False
36,38,0,OP_000,3,1,43,0,0,False,True,False
36,39,55,OP_055,3,66,14,0,0,False,False,False
36,40,20,OP_020,73,53,92,0,0,False,False,False
37,1,21,OP_021,2,1,81,0,0,False,False,False
37,2,26,OP_026,2,3,66,0,0,False,False,False
37,3,11,OP_011,11,5,16,0,0,False,False,False
37,4,13,OP_013,3,1,49,0,0,False,False,False
37,5,18,OP_018,3,1,2,0,0,False,False,False
37,6,12,OP_012,2,269,15,0,0,False,False,False
37,7,19,OP_019,3,3,80,0,0,False,True,False
37,8,4,OP_004,4,4,1,0,0,False,True,False
37,9,7,OP_007,3,3,4,0,0,False,False,False
37,10,2,OP_002,3,0,0,0,0,False,False,False
37,11,8,OP_008,4,5,79,0,0,False,False,False
37,12,22,OP_022,2,2,1,0,0,False,False,False
37,13,13,OP_013,3,1,43,0,0,False,False,False
37,14,18,OP_018,3,2,2,0,0,False,False,False
37,15,51,OP_051,2,2,27,0,0,False,False,False
37,16,12,OP_012,2,18,6,0,0,False,False,False
37,17,4,OP_004,256,46,96,0,0,False,False,False
37,18,35,OP_035,256,0,35,0,0,False,False,False
37,19,13,OP_013,3,2,1,0,0,False,False,False
37,20,18,OP_018,3,3,2,0,0,False,False,False
37,21,4,OP_004,3,8,56,0,0,False,True,False
37,22,53,OP_053,2,2,3,0,0,False,False,False
37,23,12,OP_012,2,24,13,0,0,False,False,False
37,24,11,OP_011,78,26,65,0,0,False,False,False
37,25,28,OP_028,2,3,7,0,0,False,False,False
37,26,51,OP_051,2,2,7,0,0,False,False,False
37,27,12,OP_012,2,28,36,0,0,False,False,False
37,28,11,OP_011,85,30,77,0,0,False,False,False
37,29,28,OP_028,2,4,37,0,0,False,False,False
37,30,51,OP_051,2,2,35,0,0,False,False,False
37,31,12,OP_012,2,33,8,0,0,False,False,False
37,32,11,OP_011,99,0,88,0,0,False,False,False
37,33,11,OP_011,56,33,32,0,0,False,False,False
37,34,13,OP_013,2,5,14,0,0,False,False,False
37,35,4,OP_004,4,9,43,0,0,False,True,False
37,36,5,OP_005,2,2,4,0,0,False,False,False
37,37,6,OP_006,"[2, 3]",None,None,None,3,False,False,False
37,38,8,OP_008,4,10,77,0,0,False,False,False
37,39,24,OP_024,2,3,2,0,0,False,False,False
37,40,51,OP_051,3,2,48,0,0,False,False,False
37,41,12,OP_012,3,43,35,0,0,False,False,False
37,42,11,OP_011,84,0,55,0,0,False,False,False
37,43,11,OP_011,53,43,10,0,0,False,False,False
37,44,13,OP_013,4,2,1,0,0,False,False,False
37,45,18,OP_018,4,4,3,0,0,False,False,False
37,46,4,OP_004,4,12,61,0,0,False,True,False
37,47,53,OP_053,3,3,4,0,0,False,False,False
37,48,12,OP_012,3,51,84,0,0,False,False,False
37,49,4,OP_004,257,47,62,0,0,False,False,False
37,50,35,OP_035,257,0,61,0,0,False,False,False
37,51,11,OP_011,95,51,28,0,0,False,False,False
37,52,13,OP_013,4,2,32,0,0,False,False,False
37,53,18,OP_018,4,5,3,0,0,False,False,False
37,54,28,OP_028,5,6,97,0,0,False,False,False
37,55,2,OP_002,5,0,0,0,0,False,False,False
37,56,8,OP_008,6,12,1,0,0,False,False,False
37,57,2,OP_002,3,0,0,0,0,False,False,False
37,58,24,OP_024,4,3,2,0,0,False,False,False
37,59,51,OP_051,5,4,46,0,0,False,False,False
37,60,12,OP_012,5,62,68,0,0,False,False,False
37,61,11,OP_011,20,0,99,0,0,False,False,False
37,62,11,OP_011,72,62,72,0,0,False,False,False
37,63,13,OP_013,5,7,74,0,0,False,False,False
37,64,4,OP_004,6,14,15,0,0,False,True,False
37,65,7,OP_007,5,5,6,0,0,False,False,False
37,66,4,OP_004,7,15,90,0,0,False,True,False
37,67,5,OP_005,5,5,7,0,0,False,False,False
37,68,6,OP_006,"[5, 6]",None,None,None,3,False,False,False
37,69,8,OP_008,7,16,57,0,0,False,False,False
37,70,24,OP_024,5,3,2,0,0,False,False,False
37,71,51,OP_051,6,5,67,0,0,False,False,False
37,72,12,OP_012,6,74,56,0,0,False,False,False
37,73,11,OP_011,65,0,39,0,0,False,False,False
37,74,11,OP_011,67,74,57,0,0,False,False,False
37,75,21,OP_021,6,5,41,0,0,False,False,False
37,76,4,OP_004,8,15,65,0,0,False,True,False
37,77,5,OP_005,6,6,8,0,0,False,False,False
37,78,6,OP_006,"[6, 7]",None,None,None,3,False,False,False
37,79,8,OP_008,8,17,24,0,0,False,False,False
37,80,24,OP_024,6,3,2,0,0,False,False,False
37,81,21,OP_021,7,6,7,0,0,False,False,False
37,82,26,OP_026,7,83,9,0,0,False,False,False
37,83,11,OP_011,1,86,6,0,0,False,False,False
37,84,21,OP_021,7,6,20,0,0,False,False,False
37,85,3,OP_003,"[9, 10]","[18, 15]",None,None,2,False,False,False
37,86,25,OP_025,7,3,2,10,0,False,False,False
37,87,12,OP_012,7,167,21,0,0,False,False,False
37,88,21,OP_021,7,4,26,0,0,False,False,False
37,89,4,OP_004,9,15,34,0,0,False,True,False
37,90,5,OP_005,7,7,9,0,0,False,False,False
37,91,6,OP_006,"[7, 8]",None,None,None,3,False,False,False
37,92,8,OP_008,9,19,65,0,0,False,False,False
37,93,24,OP_024,7,3,2,0,0,False,False,False
37,94,51,OP_051,8,7,4,0,0,False,False,False
37,95,26,OP_026,8,96,10,0,0,False,False,False
37,96,11,OP_011,10,98,96,0,0,False,False,False
37,97,4,OP_004,9,20,55,0,0,False,True,False
37,98,46,OP_046,8,3,9,0,0,False,False,False
37,99,12,OP_012,8,114,86,0,0,False,False,False
37,100,28,OP_028,9,6,85,0,0,False,False,False
37,101,2,OP_002,9,0,0,0,0,False,False,False
37,102,33,OP_033,"[10, 11]","[12, 21]",None,None,2,False,False,False
37,103,24,OP_024,8,3,2,0,0,False,False,False
37,104,21,OP_021,9,8,48,0,0,False,False,False
37,105,12,OP_012,9,114,24,0,0,False,False,False
37,106,21,OP_021,7,8,44,0,0,False,False,False
37,107,4,OP_004,10,15,33,0,0,False,True,False
37,108,5,OP_005,7,7,10,0,0,False,False,False
37,109,6,OP_006,"[7, 8]",None,None,None,3,False,False,False
37,110,8,OP_008,10,19,24,0,0,False,False,False
37,111,24,OP_024,7,3,2,0,0,False,False,False
37,112,4,OP_004,258,48,4,0,0,False,False,False
37,113,35,OP_035,258,0,23,0,0,False,False,False
37,114,11,OP_011,69,114,40,0,0,False,False,False
37,115,21,OP_021,8,7,60,0,0,False,False,False
37,116,26,OP_026,8,118,57,0,0,False,False,False
37,117,4,OP_004,259,49,51,0,0,False,False,False
37,118,35,OP_035,259,0,40,0,0,False,False,False
37,119,21,OP_021,8,7,13,0,0,False,False,False
37,120,3,OP_003,"[10, 11]","[22, 23]",None,None,2,False,False,False
37,121,25,OP_025,8,3,2,11,0,False,False,False
37,122,12,OP_012,8,0,35,0,0,False,False,False
37,123,21,OP_021,8,7,77,0,0,False,False,False
37,124,4,OP_004,10,15,50,0,0,False,True,False
37,125,5,OP_005,8,8,10,0,0,False,False,False
37,126,6,OP_006,"[8, 9]",None,None,None,3,False,False,False
37,127,8,OP_008,10,24,61,0,0,False,False,False
37,128,24,OP_024,8,3,2,0,0,False,False,False
37,129,21,OP_021,9,8,70,0,0,False,False,False
37,130,12,OP_012,9,0,65,0,0,False,False,False
37,131,28,OP_028,9,4,21,0,0,False,False,False
37,132,4,OP_004,10,25,81,0,0,False,True,False
37,133,19,OP_019,12,25,87,0,0,False,True,False
37,134,4,OP_004,13,26,22,0,0,False,True,False
37,135,7,OP_007,12,12,13,0,0,False,False,False
37,136,2,OP_002,12,0,0,0,0,False,False,False
37,137,4,OP_004,14,27,15,0,0,False,True,False
37,138,7,OP_007,13,7,14,0,0,False,False,False
37,139,19,OP_019,15,28,72,0,0,False,True,False
37,140,4,OP_004,16,26,20,0,0,False,True,False
37,141,7,OP_007,15,15,16,0,0,False,False,False
37,142,2,OP_002,15,0,0,0,0,False,False,False
37,143,33,OP_033,"[16, 17, 18]","[29, 30, 29]",None,None,2,False,False,False
37,144,34,OP_034,14,4,2,0,0,False,False,False
37,145,52,OP_052,13,13,14,0,0,False,False,False
37,146,2,OP_002,13,0,0,0,0,False,False,False
37,147,38,OP_038,11,2,2,0,0,False,False,False
37,148,1,OP_001,9,10,11,0,0,False,False,False
37,149,19,OP_019,10,3,25,0,0,False,True,False
37,150,4,OP_004,11,4,4,0,0,False,True,False
37,151,7,OP_007,10,10,11,0,0,False,False,False
37,152,2,OP_002,10,0,0,0,0,False,False,False
37,153,8,OP_008,11,31,10,0,0,False,False,False
37,154,22,OP_022,9,2,1,0,0,False,False,False
37,155,19,OP_019,10,32,70,0,0,False,True,False
37,156,2,OP_002,10,0,0,0,0,False,False,False
37,157,2,OP_002,8,0,0,0,0,False,False,False
37,158,22,OP_022,9,2,1,0,0,False,False,False
37,159,19,OP_019,10,3,17,0,0,False,True,False
37,160,4,OP_004,11,4,65,0,0,False,True,False
37,161,7,OP_007,10,10,11,0,0,False,False,False
37,162,2,OP_002,10,0,0,0,0,False,False,False
37,163,8,OP_008,11,33,48,0,0,False,False,False
37,164,22,OP_022,9,2,1,0,0,False,False,False
37,165,11,OP_011,92,0,2,0,0,False,False,False
37,166,11,OP_011,69,0,83,0,0,False,False,False
37,167,11,OP_011,23,0,67,0,0,False,False,False
37,168,69,OP_069,7,43,73,0,0,False,False,False
37,169,19,OP_019,8,34,60,0,0,False,True,False
37,170,4,OP_004,9,35,7,0,0,False,True,False
37,171,7,OP_007,8,8,9,0,0,False,False,False
37,172,19,OP_019,9,36,27,0,0,False,True,False
37,173,43,OP_043,0,0,0,0,0,False,False,False
37,174,2,OP_002,9,0,0,0,0,False,False,False
37,175,21,OP_021,10,5,74,0,0,False,False,False
37,176,4,OP_004,12,37,76,0,0,False,True,False
37,177,48,OP_048,10,2,0,12,0,False,False,False
37,178,44,OP_044,10,0,0,0,0,False,False,False
37,179,47,OP_047,32,0,4,0,0,False,False,False
37,180,41,OP_041,32,216,2,0,0,False,False,False
37,181,4,OP_004,10,38,93,0,0,False,True,False
37,182,7,OP_007,9,36,10,0,0,False,False,False
37,183,4,OP_004,10,39,96,0,0,False,True,False
37,184,46,OP_046,9,9,10,0,0,False,False,False
37,185,26,OP_026,9,186,8,0,0,False,False,False
37,186,11,OP_011,30,189,90,0,0,False,False,False
37,187,21,OP_021,9,36,45,0,0,False,False,False
37,188,3,OP_003,"[11, 12]","[40, 23]",None,None,2,False,False,False
37,189,25,OP_025,9,3,2,12,0,False,False,False
37,190,12,OP_012,9,216,49,0,0,False,False,False
37,191,21,OP_021,9,36,36,0,0,False,False,False
37,192,4,OP_004,11,15,54,0,0,False,True,False
37,193,5,OP_005,9,9,11,0,0,False,False,False
37,194,6,OP_006,"[9, 10]",None,None,None,3,False,False,False
37,195,8,OP_008,11,41,79,0,0,False,False,False
37,196,24,OP_024,9,3,2,0,0,False,False,False
37,197,21,OP_021,10,9,69,0,0,False,False,False
37,198,12,OP_012,10,216,81,0,0,False,False,False
37,199,4,OP_004,11,27,68,0,0,False,True,False
37,200,7,OP_007,10,9,11,0,0,False,False,False
37,201,28,OP_028,11,4,3,0,0,False,False,False
37,202,4,OP_004,12,27,12,0,0,False,True,False
37,203,7,OP_007,11,11,12,0,0,False,False,False
37,204,54,OP_054,10,10,11,0,0,False,False,False
37,205,4,OP_004,11,42,3,0,0,False,True,False
37,206,7,OP_007,10,10,11,0,0,False,False,False
37,207,56,OP_056,11,10,8,0,0,False,False,False
37,208,26,OP_026,11,209,35,0,0,False,False,False
37,209,11,OP_011,87,211,44,0,0,False,False,False
37,210,4,OP_004,12,43,73,0,0,False,True,False
37,211,56,OP_056,11,10,12,0,0,False,False,False
37,212,12,OP_012,11,216,23,0,0,False,False,False
37,213,27,OP_027,"[7, 8]","[9, 10]",None,None,2,False,False,False
37,214,11,OP_011,23,216,8,0,0,False,False,False
37,215,11,OP_011,9,216,61,0,0,False,False,False
37,216,11,OP_011,30,216,73,0,0,False,False,False
37,217,40,OP_040,32,180,2,0,0,False,False,False
37,218,21,OP_021,9,7,27,0,0,False,False,False
37,219,12,OP_012,9,0,90,0,0,False,False,False
37,220,28,OP_028,9,4,93,0,0,False,False,False
37,221,4,OP_004,10,25,46,0,0,False,True,False
37,222,19,OP_019,12,25,70,0,0,False,True,False
37,223,4,OP_004,13,26,85,0,0,False,True,False
37,224,7,OP_007,12,12,13,0,0,False,False,False
37,225,2,OP_002,12,0,0,0,0,False,False,False
37,226,4,OP_004,14,27,61,0,0,False,True,False
37,227,7,OP_007,13,7,14,0,0,False,False,False
37,228,19,OP_019,15,28,70,0,0,False,True,False
37,229,4,OP_004,16,26,97,0,0,False,True,False
37,230,7,OP_007,15,15,16,0,0,False,False,False
37,231,2,OP_002,15,0,0,0,0,False,False,False
37,232,33,OP_033,"[16, 17, 18]","[29, 30, 29]",None,None,2,False,False,False
37,233,34,OP_034,14,4,2,0,0,False,False,False
37,234,52,OP_052,13,13,14,0,0,False,False,False
37,235,2,OP_002,13,0,0,0,0,False,False,False
37,236,38,OP_038,11,2,2,0,0,False,False,False
37,237,1,OP_001,9,10,11,0,0,False,False,False
37,238,19,OP_019,10,3,41,0,0,False,True,False
37,239,4,OP_004,11,4,59,0,0,False,True,False
37,240,7,OP_007,10,10,11,0,0,False,False,False
37,241,2,OP_002,10,0,0,0,0,False,False,False
37,242,8,OP_008,11,31,27,0,0,False,False,False
37,243,22,OP_022,9,2,1,0,0,False,False,False
37,244,21,OP_021,9,7,58,0,0,False,False,False
37,245,4,OP_004,11,15,90,0,0,False,True,False
37,246,5,OP_005,9,9,11,0,0,False,False,False
37,247,6,OP_006,"[9, 10]",None,None,None,3,False,False,False
37,248,8,OP_008,11,24,66,0,0,False,False,False
37,249,24,OP_024,9,3,2,0,0,False,False,False
37,250,21,OP_021,10,9,78,0,0,False,False,False
37,251,26,OP_026,10,253,94,0,0,False,False,False
37,252,4,OP_004,260,50,46,0,0,False,False,False
37,253,35,OP_035,260,0,7,0,0,False,False,False
37,254,4,OP_004,11,44,79,0,0,False,True,False
37,255,7,OP_007,10,9,11,0,0,False,False,False
37,256,12,OP_012,10,0,54,0,0,False,False,False
37,257,19,OP_019,11,32,85,0,0,False,True,False
37,258,2,OP_002,11,0,0,0,0,False,False,False
37,259,2,OP_002,9,0,0,0,0,False,False,False
37,260,22,OP_022,10,2,1,0,0,False,False,False
37,261,19,OP_019,11,3,19,0,0,False,True,False
37,262,4,OP_004,12,4,25,0,0,False,True,False
37,263,7,OP_007,11,11,12,0,0,False,False,False
37,264,2,OP_002,11,0,0,0,0,False,False,False
37,265,8,OP_008,12,45,69,0,0,False,False,False
37,266,22,OP_022,10,2,1,0,0,False,False,False
37,267,11,OP_011,23,0,99,0,0,False,False,False
37,268,11,OP_011,11,0,43,0,0,False,False,False
37,269,11,OP_011,55,0,34,0,0,False,False,False
37,270,20,OP_020,8,33,42,0,0,False,False,False
38,1,21,OP_021,2,1,95,0,0,False,False,False
38,2,26,OP_026,2,3,31,0,0,False,False,False
38,3,11,OP_011,96,5,73,0,0,False,False,False
38,4,13,OP_013,3,1,62,0,0,False,False,False
38,5,18,OP_018,3,1,2,0,0,False,False,False
38,6,12,OP_012,2,228,39,0,0,False,False,False
38,7,13,OP_013,3,1,14,0,0,False,False,False
38,8,18,OP_018,3,2,2,0,0,False,False,False
38,9,26,OP_026,2,10,91,0,0,False,False,False
38,10,11,OP_011,7,14,91,0,0,False,False,False
38,11,13,OP_013,3,2,97,0,0,False,False,False
38,12,18,OP_018,3,3,2,0,0,False,False,False
38,13,4,OP_004,3,5,33,0,0,False,True,False
38,14,46,OP_046,2,2,3,0,0,False,False,False
38,15,26,OP_026,2,16,80,0,0,False,False,False
38,16,11,OP_011,85,17,96,0,0,False,False,False
38,17,28,OP_028,2,3,37,0,0,False,False,False
38,18,26,OP_026,2,19,83,0,0,False,False,False
38,19,11,OP_011,67,20,39,0,0,False,False,False
38,20,28,OP_028,2,4,67,0,0,False,False,False
38,21,12,OP_012,2,220,62,0,0,False,False,False
38,22,13,OP_013,2,5,56,0,0,False,False,False
38,23,4,OP_004,4,6,9,0,0,False,True,False
38,24,5,OP_005,2,2,4,0,0,False,False,False
38,25,6,OP_006,"[2, 3]",None,None,None,3,False,False,False
38,26,8,OP_008,4,7,65,0,0,False,False,False
38,27,24,OP_024,2,3,2,0,0,False,False,False
38,28,21,OP_021,3,2,82,0,0,False,False,False
38,29,26,OP_026,3,30,37,0,0,False,False,False
38,30,11,OP_011,8,34,99,0,0,False,False,False
38,31,13,OP_013,4,2,10,0,0,False,False,False
38,32,18,OP_018,4,4,3,0,0,False,False,False
38,33,4,OP_004,4,9,59,0,0,False,True,False
38,34,46,OP_046,3,3,4,0,0,False,False,False
38,35,12,OP_012,3,220,70,0,0,False,False,False
38,36,13,OP_013,4,2,62,0,0,False,False,False
38,37,18,OP_018,4,5,3,0,0,False,False,False
38,38,28,OP_028,5,6,14,0,0,False,False,False
38,39,2,OP_002,5,0,0,0,0,False,False,False
38,40,8,OP_008,6,9,99,0,0,False,False,False
38,41,2,OP_002,3,0,0,0,0,False,False,False
38,42,24,OP_024,4,3,2,0,0,False,False,False
38,43,21,OP_021,5,4,42,0,0,False,False,False
38,44,12,OP_012,5,220,11,0,0,False,False,False
38,45,28,OP_028,6,7,48,0,0,False,False,False
38,46,2,OP_002,6,0,0,0,0,False,False,False
38,47,2,OP_002,4,0,0,0,0,False,False,False
38,48,38,OP_038,5,2,2,0,0,False,False,False
38,49,51,OP_051,5,5,21,0,0,False,False,False
38,50,12,OP_012,5,114,50,0,0,False,False,False
38,51,21,OP_021,5,4,27,0,0,False,False,False
38,52,4,OP_004,7,11,6,0,0,False,True,False
38,53,5,OP_005,5,5,7,0,0,False,False,False
38,54,6,OP_006,"[5, 6]",None,None,None,3,False,False,False
38,55,8,OP_008,7,12,51,0,0,False,False,False
38,56,24,OP_024,5,3,2,0,0,False,False,False
38,57,21,OP_021,6,5,49,0,0,False,False,False
38,58,12,OP_012,6,220,66,0,0,False,False,False
38,59,19,OP_019,6,13,60,0,0,False,True,False
38,60,43,OP_043,0,0,0,0,0,False,False,False
38,61,2,OP_002,6,0,0,0,0,False,False,False
38,62,21,OP_021,7,5,47,0,0,False,False,False
38,63,4,OP_004,9,14,61,0,0,False,True,False
38,64,48,OP_048,7,2,0,9,0,False,False,False
38,65,44,OP_044,7,0,0,0,0,False,False,False
38,66,47,OP_047,32,0,4,0,0,False,False,False
38,67,41,OP_041,32,111,2,0,0,False,False,False
38,68,4,OP_004,7,15,19,0,0,False,True,False
38,69,7,OP_007,6,36,7,0,0,False,False,False
38,70,28,OP_028,7,4,43,0,0,False,False,False
38,71,4,OP_004,8,15,8,0,0,False,True,False
38,72,7,OP_007,7,7,8,0,0,False,False,False
38,73,54,OP_054,6,6,7,0,0,False,False,False
38,74,4,OP_004,7,16,19,0,0,False,True,False
38,75,7,OP_007,6,6,7,0,0,False,False,False
38,76,4,OP_004,7,17,54,0,0,False,True,False
38,77,56,OP_056,6,6,7,0,0,False,False,False
38,78,26,OP_026,6,79,63,0,0,False,False,False
38,79,11,OP_011,72,84,27,0,0,False,False,False
38,80,28,OP_028,7,8,47,0,0,False,False,False
38,81,2,OP_002,7,0,0,0,0,False,False,False
38,82,2,OP_002,36,0,0,0,0,False,False,False
38,83,38,OP_038,6,2,2,0,0,False,False,False
38,84,51,OP_051,6,6,51,0,0,False,False,False
38,85,12,OP_012,6,111,96,0,0,False,False,False
38,86,28,OP_028,6,4,14,0,0,False,False,False
38,87,3,OP_003,"[7, 9]","[18, 18]",None,None,2,False,False,False
38,88,7,OP_007,8,36,9,0,0,False,False,False
38,89,1,OP_001,6,7,8,0,0,False,False,False
38,90,19,OP_019,7,19,82,0,0,False,True,False
38,91,4,OP_004,8,20,92,0,0,False,True,False
38,92,7,OP_007,7,7,8,0,0,False,False,False
38,93,2,OP_002,7,0,0,0,0,False,False,False
38,94,8,OP_008,8,21,7,0,0,False,False,False
38,95,22,OP_022,6,2,1,0,0,False,False,False
38,96,21,OP_021,6,36,30,0,0,False,False,False
38,97,4,OP_004,8,11,85,0,0,False,True,False
38,98,5,OP_005,6,6,8,0,0,False,False,False
38,99,6,OP_006,"[6, 7]",None,None,None,3,False,False,False
38,100,8,OP_008,8,22,55,0,0,False,False,False
38,101,24,OP_024,6,3,2,0,0,False,False,False
38,102,21,OP_021,7,6,1,0,0,False,False,False
38,103,12,OP_012,7,220,34,0,0,False,False,False
38,104,19,OP_019,8,23,34,0,0,False,True,False
