prototype,index,kind,tag,subtype,value
39,4,string,0,0,Create
39,5,string,0,0,GetAttribute
39,6,string,0,0,InMission
39,7,string,0,0,MissionType
39,8,string,0,0,Hold the line
39,9,string,0,0,MissionLocation
39,10,string,0,0,FindFirstChild
39,11,string,0,0,PointCapture
39,12,string,0,0,Model
39,13,string,0,0,IsA
39,14,string,0,0,PrimaryPart
39,15,string,0,0,Position
39,16,string,0,0,GetBoundingBox
39,17,string,0,0,BasePart
39,18,string,0,0,Vector3
39,19,string,0,0,new
39,20,int,1,1,0
39,21,number,4,1,-20
39,22,string,0,0,CFrame
39,23,string,0,0,task
39,24,string,0,0,wait
39,25,number,4,1,6
40,0,string,0,0,pairs
40,1,string,0,0,workspace
40,2,string,0,0,Entities
40,3,string,0,0,World
40,4,string,0,0,GetChildren
40,5,string,0,0,Name
40,6,string,0,0,match
40,7,string,0,0,^%x+-%x+-%x+-%x+-%x+$
40,8,string,0,0,Humanoid
40,9,string,0,0,FindFirstChild
40,10,string,0,0,Health
40,11,int,1,1,0
40,12,string,0,0,Position
40,13,string,0,0,HumanoidRootPart
40,14,string,0,0,Magnitude
40,15,string,0,0,Value
40,16,string,0,0,DistanceVoid
40,17,string,0,0,NetworkCheck
40,18,string,0,0,isnetworkowner
40,19,string,0,0,task
40,20,string,0,0,wait
40,21,number,4,0,0.1
40,22,number,4,1,45
40,23,number,4,1,77
41,0,string,0,0,pairs
41,1,string,0,0,workspace
41,2,string,0,0,Entities
41,3,string,0,0,World
41,4,string,0,0,GetChildren
41,5,string,0,0,Name
41,6,string,0,0,Humanoid
41,7,string,0,0,FindFirstChild
41,8,string,0,0,Health
41,9,int,1,1,0
41,10,string,0,0,WalkSpeed
41,11,string,0,0,Position
41,12,string,0,0,HumanoidRootPart
41,13,string,0,0,Magnitude
41,14,string,0,0,Value
41,15,string,0,0,DistanceVoid
41,16,string,0,0,NetworkCheck
41,17,string,0,0,isnetworkowner
41,18,string,0,0,JumpPower
41,19,string,0,0,task
41,20,string,0,0,wait
41,21,number,4,0,0.1
41,22,number,4,1,29
41,23,number,4,1,42
41,24,number,4,1,78
42,0,string,0,0,sethiddenproperty
42,1,string,0,0,game
42,2,string,0,0,LocalPlayer
42,3,string,0,0,Players
42,4,string,0,0,SimulationRadius
42,5,number,4,0,9000000000.0
42,6,string,0,0,MaxSimulationRadius
43,0,string,0,0,pairs
43,1,string,0,0,workspace
43,2,string,0,0,Entities
43,3,string,0,0,World
43,4,string,0,0,GetChildren
43,5,string,0,0,Name
43,6,string,0,0,Humanoid
43,7,string,0,0,FindFirstChild
43,8,string,0,0,Health
43,9,int,1,1,0
43,10,string,0,0,Position
43,11,string,0,0,HumanoidRootPart
43,12,string,0,0,Magnitude
43,13,string,0,0,Value
43,14,string,0,0,DistanceGrabMax
43,15,string,0,0,NetworkCheck
43,16,string,0,0,isnetworkowner
43,17,string,0,0,CFrame
43,18,string,0,0,Vector3
43,19,string,0,0,new
43,20,string,0,0,DistanceGrab
43,21,string,0,0,task
43,22,string,0,0,wait
43,23,number,4,1,29
44,0,string,0,0,WaitForChild
44,1,string,0,0,Backpack
44,2,int,1,1,5
44,3,string,0,0,ipairs
44,4,string,0,0,GetChildren
44,5,string,0,0,Name
44,6,string,0,0,ID$
44,7,string,0,0,match
44,8,string,0,0,uuid
44,9,string,0,0,StringValue
44,10,string,0,0,IsA
44,11,string,0,0,ID
44,12,string,0,0,GetAttribute
44,13,string,0,0,Value
44,14,string,0,0,Id
44,15,number,4,1,70
45,0,string,0,0,ipairs
45,1,string,0,0,getgc
45,2,boolean,5,,True
45,3,string,0,0,type
45,4,string,0,0,table
45,5,string,0,0,pcall
45,6,number,4,1,27
46,0,string,0,0,Data
46,1,string,0,0,Slots
46,2,int,1,1,1
46,3,string,0,0,Player
46,4,string,0,0,Items
46,5,string,0,0,type
46,6,string,0,0,table
46,7,number,4,1,8
46,8,number,4,1,15
46,9,number,4,1,26
48,0,string,0,0,Value
48,1,string,0,0,itemRarities
48,2,string,0,0,
48,3,string,0,0,Notify
48,4,string,0,0,Please select a rarity first.
48,5,int,1,1,4
48,6,string,0,0,Failed to find player inventory data.
48,7,string,0,0,print
48,8,string,0,0,──────────────────────────────────────────────
48,9,string,0,0,Potential items to discard (rarity: 
48,10,string,0,0,)
48,11,int,1,1,0
48,12,string,0,0,pairs
48,13,string,0,0,type
48,14,string,0,0,table
48,15,string,0,0,ipairs
48,16,string,0,0,Id
48,17,string,0,0,Data
48,18,string,0,0,Rarity
48,19,string,0,0,Unknown
48,20,int,1,1,1
48,21,string,0,0,Name
48,22,string,0,0,Unnamed
48,23,string,0,0,string
48,24,string,0,0,format
48,25,string,0,0,ID: %s   →   %s   (category: %s)
48,26,string,0,0,Found 
48,27,string,0,0, items matching rarity: 
48,28,string,0,0,Check console → 
48,29,string,0,0, potential items listed.
48,30,int,1,1,5
48,31,number,4,1,121
49,0,string,0,0,Value
49,1,string,0,0,itemRarities
49,2,string,0,0,
49,3,string,0,0,Notify
49,4,string,0,0,Please select a rarity first.
49,5,int,1,1,4
49,6,string,0,0,Cannot find inventory data. Aborted.
49,7,int,1,1,5
49,8,int,1,1,0
49,9,number,4,0,0.4
49,10,string,0,0,Starting discard of 
49,11,string,0,0, items...
49,12,string,0,0,pairs
49,13,string,0,0,type
49,14,string,0,0,table
49,15,int,1,1,1
49,16,number,4,1,-1
49,17,string,0,0,Id
49,18,string,0,0,Data
49,19,string,0,0,Rarity
49,20,string,0,0,Name
49,21,string,0,0,Unknown Item
49,22,string,0,0,RemoteEvent
49,23,string,0,0,Network
49,24,string,0,0,Framework
49,25,string,0,0,Files
49,26,string,0,0,FireServer
49,27,string,0,0,Event
49,28,string,0,0,DiscardItem
49,29,string,0,0,Args
49,30,string,0,0,ID
49,31,string,0,0,task
49,32,string,0,0,wait
49,33,string,0,0,Finished! Discarded 
49,34,string,0,0, items.
49,35,int,1,1,6
49,36,number,4,1,8
50,0,string,0,0,game
50,1,string,0,0,ReplicatedStorage
50,2,string,0,0,GetService
50,3,string,0,0,RemoteEvent
50,4,string,0,0,Network
50,5,string,0,0,Framework
50,6,string,0,0,Files
50,7,string,0,0,FireServer
50,8,string,0,0,Event
50,9,string,0,0,Name
50,10,string,0,0,SettingsEvent
50,11,string,0,0,Args
50,12,string,0,0,Type
50,13,string,0,0,Keybinds
50,14,string,0,0,Value1
50,15,string,0,0,ÿ
52,0,string,0,0,Value
52,1,string,0,0,autoEat
52,2,string,0,0,eatList
52,3,string,0,0,FindFirstChild
52,4,string,0,0,Activate
52,5,string,0,0,Backpack
52,6,string,0,0,Parent
52,7,string,0,0,task
52,8,string,0,0,wait
52,9,number,4,0,0.1
52,10,string,0,0,print
52,11,string,0,0,the item is no more
52,12,number,4,1,81
54,0,string,0,0,pairs
54,1,string,0,0,workspace
54,2,string,0,0,Dialog
54,3,string,0,0,World
54,4,string,0,0,GetChildren
54,5,string,0,0,Model
54,6,string,0,0,IsA
54,7,string,0,0,table
54,8,string,0,0,insert
54,9,string,0,0,Name
54,10,string,0,0,sort
54,11,string,0,0,npcList
54,12,string,0,0,SetValues
54,13,string,0,0,Notify
54,14,string,0,0,Found 
54,15,string,0,0, Npc(s)
55,0,string,0,0,Value
55,1,string,0,0,npcList
55,2,string,0,0,workspace
55,3,string,0,0,Dialog
55,4,string,0,0,World
55,5,string,0,0,FindFirstChild
55,6,string,0,0,CFrame
55,7,string,0,0,new
55,8,string,0,0,GetPivot
55,9,string,0,0,Position
55,10,string,0,0,Vector3
55,11,int,1,1,0
55,12,int,1,1,5
55,13,string,0,0,Notify
55,14,string,0,0,Select an npc first
56,0,string,0,0,game
56,1,string,0,0,Players
56,2,string,0,0,GetService
56,3,string,0,0,Visible
56,4,string,0,0,Lootboxes
56,5,string,0,0,Phone
56,6,string,0,0,HUD
56,7,string,0,0,PlayerGui
56,8,string,0,0,LocalPlayer
56,9,boolean,5,,True
56,10,boolean,5,,False
56,11,string,0,0,List
56,12,string,0,0,Lootbox
56,13,string,0,0,OnScreenEffects
56,14,string,0,0,ScrollingFrame
56,15,string,0,0,FindFirstChild
56,16,string,0,0,LootboxRemote
56,17,string,0,0,ReplicatedStorage
56,18,string,0,0,RemoteFunction
56,19,string,0,0,Network
56,20,string,0,0,Framework
56,21,string,0,0,Files
56,22,string,0,0,pairs
56,23,string,0,0,GetChildren
56,24,string,0,0,Name
56,25,string,0,0,UIListLayout
56,26,string,0,0,FireServer
56,27,string,0,0,Take
56,28,string,0,0,tostring
56,29,string,0,0,task
56,30,string,0,0,wait
56,31,number,4,0,0.1
56,32,int,1,1,1
56,33,string,0,0,pcall
56,34,string,0,0,print
56,35,string,0,0,Opened box:
56,36,int,1,1,3
56,37,number,4,0,0.5
56,38,number,4,1,25
56,39,number,4,1,149
56,40,number,4,1,204
57,0,string,0,0,InvokeServer
57,1,string,0,0,RequestLootboxOpen
57,2,string,0,0,Default
58,0,string,0,0,game
58,1,string,0,0,ReplicatedStorage
58,2,string,0,0,GetService
58,3,string,0,0,UnreliableRemoteEvent
58,4,string,0,0,Network
58,5,string,0,0,Framework
58,6,string,0,0,Files
58,7,string,0,0,FireServer
58,8,string,0,0,M1
58,9,string,0,0,task
58,10,string,0,0,wait
58,11,number,4,0,0.2
58,12,number,4,1,1
59,0,string,0,0,game
59,1,string,0,0,ReplicatedStorage
59,2,string,0,0,GetService
59,3,string,0,0,UnreliableRemoteEvent
59,4,string,0,0,Network
59,5,string,0,0,Framework
59,6,string,0,0,Files
59,7,string,0,0,FireServer
59,8,string,0,0,Critical
59,9,string,0,0,task
59,10,string,0,0,wait
59,11,int,1,1,5
60,0,boolean,5,,False
60,1,string,0,0,pairs
60,2,string,0,0,GetChildren
60,3,string,0,0,Name
60,4,string,0,0,Weapon
60,5,boolean,5,,True
60,6,string,0,0,game
60,7,string,0,0,ReplicatedStorage
60,8,string,0,0,GetService
60,9,string,0,0,RemoteEvent
60,10,string,0,0,Network
60,11,string,0,0,Framework
60,12,string,0,0,Files
60,13,string,0,0,FireServer
60,14,string,0,0,Event
60,15,string,0,0,WeaponInteract
60,16,string,0,0,task
60,17,string,0,0,wait
60,18,int,1,1,1
60,19,number,4,1,22
61,0,string,0,0,game
61,1,string,0,0,ReplicatedStorage
61,2,string,0,0,GetService
61,3,string,0,0,RemoteEvent
61,4,string,0,0,Network
61,5,string,0,0,Framework
61,6,string,0,0,Files
61,7,string,0,0,FireServer
61,8,string,0,0,Event
61,9,string,0,0,Name
61,10,string,0,0,SettingsEvent
61,11,string,0,0,Args
61,12,string,0,0,Value
61,13,int,1,1,0
61,14,string,0,0,Type
61,15,string,0,0,SoundVolume
61,16,string,0,0,Dash
61,17,boolean,5,,True
61,18,string,0,0,task
61,19,string,0,0,wait
61,20,number,4,0,0.2
61,21,int,1,1,100
61,22,number,4,1,21
62,0,string,0,0,pairs
62,1,string,0,0,workspace
62,2,string,0,0,Entities
62,3,string,0,0,World
62,4,string,0,0,GetChildren
62,5,string,0,0,Knocked
62,6,string,0,0,GetAttribute
62,7,string,0,0,Position
62,8,string,0,0,HumanoidRootPart
62,9,string,0,0,Magnitude
62,10,int,1,1,10
62,11,string,0,0,Carrying
62,12,string,0,0,game
62,13,string,0,0,ReplicatedStorage
62,14,string,0,0,GetService
62,15,string,0,0,RemoteEvent
62,16,string,0,0,Network
62,17,string,0,0,Framework
62,18,string,0,0,Files
62,19,string,0,0,FireServer
62,20,string,0,0,Event
62,21,string,0,0,Name
62,22,string,0,0,Carry
62,23,string,0,0,task
62,24,string,0,0,wait
62,25,int,1,1,2
62,26,number,4,1,1
63,0,string,0,0,pairs
63,1,string,0,0,workspace
63,2,string,0,0,Entities
63,3,string,0,0,World
63,4,string,0,0,GetChildren
63,5,string,0,0,Knocked
63,6,string,0,0,GetAttribute
63,7,string,0,0,Position
63,8,string,0,0,HumanoidRootPart
63,9,string,0,0,Magnitude
63,10,int,1,1,10
63,11,string,0,0,PerformingGrip
63,12,string,0,0,game
63,13,string,0,0,ReplicatedStorage
63,14,string,0,0,GetService
63,15,string,0,0,RemoteEvent
63,16,string,0,0,Network
63,17,string,0,0,Framework
63,18,string,0,0,Files
63,19,string,0,0,FireServer
63,20,string,0,0,Event
63,21,string,0,0,Name
63,22,string,0,0,Grip
63,23,string,0,0,task
63,24,string,0,0,wait
63,25,int,1,1,2
64,0,string,0,0,Value
64,1,string,0,0,AutoSurgery
64,2,string,0,0,pairs
64,3,string,0,0,workspace
64,4,string,0,0,Entities
64,5,string,0,0,World
64,6,string,0,0,GetChildren
64,7,string,0,0,Knocked
64,8,string,0,0,GetAttribute
64,9,string,0,0,Position
64,10,string,0,0,HumanoidRootPart
64,11,string,0,0,Magnitude
64,12,int,1,1,10
64,13,string,0,0,PerformingGrip
64,14,string,0,0,Surgery Kit
64,15,string,0,0,FinFirstChild
64,16,string,0,0,Activate
64,17,string,0,0,Backpack
64,18,string,0,0,FindFirstChild
64,19,string,0,0,Parent
64,20,string,0,0,task
64,21,string,0,0,wait
64,22,int,1,1,2
64,23,number,4,1,65
64,24,number,4,1,0
65,0,string,0,0,game
65,1,string,0,0,Players
65,2,string,0,0,GetService
65,3,string,0,0,Enabled
65,4,string,0,0,PawnShop
65,5,string,0,0,PlayerGui
65,6,string,0,0,LocalPlayer
65,7,boolean,5,,True
66,0,string,0,0,game
66,1,string,0,0,Players
66,2,string,0,0,GetService
66,3,string,0,0,Enabled
66,4,string,0,0,Blackmarket
66,5,string,0,0,PlayerGui
66,6,string,0,0,LocalPlayer
66,7,boolean,5,,True
67,0,string,0,0,game
67,1,string,0,0,Players
67,2,string,0,0,GetService
67,3,string,0,0,Enabled
67,4,string,0,0,CraftingMenu
67,5,string,0,0,PlayerGui
67,6,string,0,0,LocalPlayer
67,7,boolean,5,,True
68,0,string,0,0,FindFirstChild
68,1,string,0,0,Value
68,2,string,0,0,playerListFarm
68,3,string,0,0,Backpack
68,4,string,0,0,pairs
68,5,string,0,0,GetChildren
68,6,string,0,0,table
68,7,string,0,0,insert
68,8,string,0,0,Name
68,9,string,0,0,sort
68,10,string,0,0,InventoryViewer
68,11,string,0,0,SetValues
68,12,string,0,0,Notify
68,13,string,0,0,Found 
68,14,string,0,0, Items
69,0,string,0,0,pairs
69,1,string,0,0,GetPlayers
69,2,string,0,0,table
69,3,string,0,0,insert
69,4,string,0,0,Name
69,5,string,0,0,sort
69,6,string,0,0,playerListFarm
69,7,string,0,0,SetValues
69,8,string,0,0,Notify
69,9,string,0,0,Found 
69,10,string,0,0, Players
70,0,string,0,0,FindFirstChild
70,1,string,0,0,Value
70,2,string,0,0,playerListFarm
70,3,string,0,0,Character
70,4,string,0,0,HumanoidRootPart
70,5,string,0,0,CFrame
70,6,string,0,0,lookAt
70,7,string,0,0,Position
70,8,string,0,0,Vector3
70,9,string,0,0,new
70,10,int,1,1,0
70,11,string,0,0,distanceFarmPlayer
70,12,string,0,0,task
70,13,string,0,0,wait
71,0,string,0,0,Disconnect
71,1,string,0,0,Stepped
71,2,string,0,0,Connect
72,0,string,0,0,Character
72,1,string,0,0,LocalPlayer
72,2,string,0,0,pairs
72,3,string,0,0,GetDescendants
72,4,string,0,0,BasePart
72,5,string,0,0,IsA
72,6,string,0,0,CanCollide
72,7,boolean,5,,False
73,0,string,0,0,Value
73,1,string,0,0,walkspeed
73,2,string,0,0,task
73,3,string,0,0,wait
73,4,number,4,0,0.1
73,5,string,0,0,WalkSpeed
73,6,string,0,0,WalkSpeedSlider
73,7,int,1,1,30
73,8,number,4,1,32
74,0,boolean,5,,False
74,1,string,0,0,Disconnect
74,2,string,0,0,Destroy
74,3,string,0,0,pairs
74,4,string,0,0,Enum
74,5,string,0,0,HumanoidStateType
74,6,string,0,0,GetEnumItems
74,7,string,0,0,None
74,8,string,0,0,SetStateEnabled
74,9,boolean,5,,True
74,10,number,4,1,63
75,0,boolean,5,,True
75,1,string,0,0,Instance
75,2,string,0,0,new
75,3,string,0,0,BodyVelocity
75,4,string,0,0,Velocity
75,5,string,0,0,Vector3
75,6,string,0,0,zero
75,7,string,0,0,MaxForce
75,8,number,4,0,9000000000.0
75,9,string,0,0,Parent
75,10,string,0,0,BodyGyro
75,11,string,0,0,MaxTorque
75,12,string,0,0,pairs
75,13,string,0,0,Enum
75,14,string,0,0,HumanoidStateType
75,15,string,0,0,GetEnumItems
75,16,string,0,0,None
75,17,string,0,0,SetStateEnabled
75,18,boolean,5,,False
75,19,string,0,0,Heartbeat
75,20,string,0,0,Connect
76,0,string,0,0,workspace
76,1,string,0,0,CurrentCamera
76,2,string,0,0,Vector3
76,3,string,0,0,zero
76,4,string,0,0,game
76,5,string,0,0,GetService
76,6,string,0,0,UserInputService
76,7,string,0,0,Enum
76,8,string,0,0,W
76,9,string,0,0,KeyCode
76,10,string,0,0,IsKeyDown
76,11,string,0,0,LookVector
76,12,string,0,0,CFrame
76,13,string,0,0,S
76,14,string,0,0,A
76,15,string,0,0,RightVector
76,16,string,0,0,D
76,17,string,0,0,Space
76,18,string,0,0,new
76,19,int,1,1,0
76,20,int,1,1,1
76,21,string,0,0,LeftControl
76,22,string,0,0,Velocity
76,23,string,0,0,Magnitude
76,24,string,0,0,Unit
76,25,number,4,1,7
76,26,number,4,1,70
78,0,string,0,0,Fly
78,1,string,0,0,SetValue
78,2,string,0,0,Value
80,0,string,0,0,AntiVoid
80,1,string,0,0,Value
80,2,string,0,0,Y
80,3,string,0,0,Position
80,4,number,4,1,-100
80,5,string,0,0,CFrame
80,6,string,0,0,Vector3
80,7,string,0,0,new
80,8,int,1,1,0
80,9,int,1,1,200
81,0,string,0,0,Enabled
81,1,string,0,0,Options
82,0,string,0,0,TeamCheck
82,1,string,0,0,Options
83,0,string,0,0,Boxes
83,1,string,0,0,Options
84,0,string,0,0,BoxType
84,1,string,0,0,Options
85,0,string,0,0,Healthbar
85,1,string,0,0,Options
86,0,string,0,0,Healthbar_Position
86,1,string,0,0,Options
87,0,string,0,0,Healthbar_High
87,1,string,0,0,Options
87,2,string,0,0,Color
87,3,string,0,0,Transparency
87,4,int,1,1,0
88,0,string,0,0,Healthbar_Medium
88,1,string,0,0,Options
88,2,string,0,0,Color
88,3,string,0,0,Transparency
88,4,int,1,1,0
89,0,string,0,0,Healthbar_Low
89,1,string,0,0,Options
89,2,string,0,0,Color
89,3,string,0,0,Transparency
89,4,int,1,1,0
90,0,string,0,0,Healthbar_Thickness
90,1,string,0,0,Options
91,0,string,0,0,PostureBar
91,1,string,0,0,Options
92,0,string,0,0,PostureBar_Position
92,1,string,0,0,Options
93,0,string,0,0,PostureBar_Color
93,1,string,0,0,Options
93,2,string,0,0,Color
93,3,string,0,0,Transparency
93,4,int,1,1,0
94,0,string,0,0,PostureBar_Width
94,1,string,0,0,Options
95,0,string,0,0,Name_Text
95,1,string,0,0,Options
96,0,string,0,0,Name_Text_Color
96,1,string,0,0,Options
96,2,string,0,0,Color
97,0,string,0,0,Name_Text_Size
97,1,string,0,0,Options
98,0,string,0,0,Rank_Text
98,1,string,0,0,Options
99,0,string,0,0,Weapon_Text
99,1,string,0,0,Options
100,0,string,0,0,Weapon_Text_Color
100,1,string,0,0,Options
100,2,string,0,0,Color
101,0,string,0,0,Weapon_Text_Size
101,1,string,0,0,Options
102,0,string,0,0,Distance_Text
102,1,string,0,0,Options
103,0,string,0,0,Distance_Text_Color
103,1,string,0,0,Options
103,2,string,0,0,Color
104,0,string,0,0,Distance_Text_Size
104,1,string,0,0,Options
105,0,string,0,0,Skeleton
105,1,string,0,0,Options
106,0,string,0,0,Skeleton_Color
106,1,string,0,0,Options
106,2,string,0,0,Color
106,3,string,0,0,Transparency
106,4,int,1,1,0
107,0,string,0,0,Skeleton_Thickness
107,1,string,0,0,Options
108,0,string,0,0,Chams
108,1,string,0,0,Options
109,0,string,0,0,Transparency
109,1,string,0,0,Chams_Fill_Color
109,2,string,0,0,Options
109,3,number,4,0,0.5
109,4,string,0,0,Color
109,5,number,4,1,8
110,0,string,0,0,Color
110,1,string,0,0,Chams_Fill_Color
110,2,string,0,0,Options
110,3,string,0,0,Color3
110,4,string,0,0,fromRGB
110,5,int,1,1,170
110,6,int,1,1,110
110,7,int,1,1,255
110,8,string,0,0,Transparency
111,0,string,0,0,Enabled
111,1,string,0,0,MobOptions
112,0,string,0,0,Boxes
112,1,string,0,0,MobOptions
113,0,string,0,0,BoxType
113,1,string,0,0,MobOptions
114,0,string,0,0,Healthbar
114,1,string,0,0,MobOptions
115,0,string,0,0,Healthbar_Position
115,1,string,0,0,MobOptions
116,0,string,0,0,Healthbar_High
116,1,string,0,0,MobOptions
116,2,string,0,0,Color
116,3,string,0,0,Transparency
116,4,int,1,1,0
117,0,string,0,0,Healthbar_Medium
117,1,string,0,0,MobOptions
117,2,string,0,0,Color
117,3,string,0,0,Transparency
117,4,int,1,1,0
118,0,string,0,0,Healthbar_Low
118,1,string,0,0,MobOptions
118,2,string,0,0,Color
118,3,string,0,0,Transparency
118,4,int,1,1,0
119,0,string,0,0,Healthbar_Thickness
119,1,string,0,0,MobOptions
120,0,string,0,0,Name_Text
120,1,string,0,0,MobOptions
121,0,string,0,0,Name_Text_Color
121,1,string,0,0,MobOptions
121,2,string,0,0,Color
122,0,string,0,0,Name_Text_Size
122,1,string,0,0,MobOptions
123,0,string,0,0,Distance_Text
123,1,string,0,0,MobOptions
124,0,string,0,0,Distance_Text_Color
124,1,string,0,0,MobOptions
124,2,string,0,0,Color
125,0,string,0,0,Distance_Text_Size
125,1,string,0,0,MobOptions
126,0,string,0,0,Chams
126,1,string,0,0,MobOptions
127,0,string,0,0,Chams_Fill_Color
127,1,string,0,0,MobOptions
127,2,string,0,0,Color
127,3,string,0,0,Color3
127,4,string,0,0,fromRGB
127,5,int,1,1,255
127,6,int,1,1,50
127,7,string,0,0,Transparency
127,8,number,4,0,0.5
128,0,string,0,0,Chams_Fill_Color
128,1,string,0,0,MobOptions
128,2,string,0,0,Color
128,3,string,0,0,Color3
128,4,string,0,0,fromRGB
128,5,int,1,1,255
128,6,int,1,1,50
128,7,string,0,0,Transparency
128,8,number,4,0,0.5
128,9,number,4,1,18
129,0,string,0,0,Options
129,1,string,0,0,MobOptions
129,2,string,0,0,Enabled
129,3,boolean,5,,False
129,4,string,0,0,TeamCheck
129,5,string,0,0,Boxes
129,6,boolean,5,,True
129,7,string,0,0,BoxType
129,8,string,0,0,Corner
129,9,string,0,0,Healthbar
129,10,string,0,0,Healthbar_Position
129,11,string,0,0,Left
129,12,string,0,0,PostureBar
129,13,string,0,0,PostureBar_Position
129,14,string,0,0,Right
129,15,string,0,0,Name_Text
129,16,string,0,0,Name_Text_Size
129,17,int,1,1,11
129,18,string,0,0,Rank_Text
129,19,string,0,0,Weapon_Text
129,20,string,0,0,Distance_Text
129,21,string,0,0,Distance_Text_Size
129,22,string,0,0,Skeleton
129,23,string,0,0,Chams
130,0,boolean,5,,True
130,1,string,0,0,FireServer
130,2,string,0,0,Event
130,3,string,0,0,Name
130,4,string,0,0,Block
130,5,string,0,0,task
130,6,string,0,0,wait
130,7,string,0,0,Value
130,8,string,0,0,HoldParry
130,9,string,0,0,Unblock
130,10,string,0,0,DelayDebounce
130,11,boolean,5,,False
131,0,string,0,0,Value
131,1,string,0,0,AutoParry
131,2,string,0,0,AnimationId
131,3,string,0,0,Animation
131,4,int,1,1,0
131,5,string,0,0,Character
131,6,string,0,0,FindFirstChild
131,7,string,0,0,HumanoidRootPart
131,8,string,0,0,Position
131,9,string,0,0,Magnitude
131,10,string,0,0,DistanceParry
131,11,string,0,0,AnimationPercent
131,12,string,0,0,notificationParry
131,13,string,0,0,???
131,14,string,0,0,string
131,15,string,0,0,format
131,16,string,0,0,Parrying %s  |  %s  |  dist: %d  |  wait: %.3f
131,17,string,0,0,Name
131,18,string,0,0,math
131,19,string,0,0,floor
131,20,string,0,0,Notify
131,21,number,4,0,2.5
131,22,string,0,0,task
131,23,string,0,0,delay
131,24,number,4,1,23
131,25,number,4,1,27
132,0,string,0,0,Character
132,1,string,0,0,CharacterAdded
132,2,string,0,0,Connect
133,0,string,0,0,WaitForChild
133,1,string,0,0,Humanoid
133,2,int,1,1,8
133,3,string,0,0,AnimationPlayed
133,4,string,0,0,Connect
136,0,string,0,0,Value
136,1,string,0,0,noCDX
136,2,string,0,0,task
136,3,string,0,0,wait
136,4,string,0,0,noCDXSpeed
136,5,string,0,0,noCd
136,6,string,0,0,DevilX
136,7,string,0,0,game
136,8,string,0,0,ReplicatedStorage
136,9,string,0,0,GetService
136,10,string,0,0,RemoteEvent
136,11,string,0,0,Network
136,12,string,0,0,Framework
136,13,string,0,0,Files
136,14,string,0,0,FireServer
136,15,string,0,0,Event
136,16,string,0,0,Name
136,17,string,0,0,SkillController
136,18,string,0,0,Args
136,19,string,0,0,tostring
136,20,string,0,0,End
136,21,string,0,0,X
136,22,number,4,1,13
137,0,string,0,0,Value
137,1,string,0,0,noCDZ
137,2,string,0,0,task
137,3,string,0,0,wait
137,4,string,0,0,noCDZSpeed
137,5,string,0,0,noCd
137,6,string,0,0,DevilZ
137,7,string,0,0,game
137,8,string,0,0,ReplicatedStorage
137,9,string,0,0,GetService
137,10,string,0,0,RemoteEvent
137,11,string,0,0,Network
137,12,string,0,0,Framework
137,13,string,0,0,Files
137,14,string,0,0,FireServer
137,15,string,0,0,Event
137,16,string,0,0,Name
137,17,string,0,0,SkillController
137,18,string,0,0,Args
137,19,string,0,0,tostring
137,20,string,0,0,End
137,21,string,0,0,Z
137,22,number,4,1,0
138,0,string,0,0,Value
138,1,string,0,0,noCDXC
138,2,string,0,0,task
138,3,string,0,0,wait
138,4,string,0,0,noCDCSpeed
138,5,string,0,0,noCd
138,6,string,0,0,DevilC
138,7,string,0,0,game
138,8,string,0,0,ReplicatedStorage
138,9,string,0,0,GetService
138,10,string,0,0,RemoteEvent
138,11,string,0,0,Network
138,12,string,0,0,Framework
138,13,string,0,0,Files
138,14,string,0,0,FireServer
138,15,string,0,0,Event
138,16,string,0,0,Name
138,17,string,0,0,SkillController
138,18,string,0,0,Args
138,19,string,0,0,tostring
138,20,string,0,0,End
138,21,string,0,0,C
139,0,string,0,0,task
139,1,string,0,0,spawn
140,0,string,0,0,Value
140,1,string,0,0,noCdSkillsMaster
140,2,string,0,0,task
140,3,string,0,0,wait
140,4,string,0,0,
140,5,string,0,0,game
140,6,string,0,0,ReplicatedStorage
140,7,string,0,0,GetService
140,8,string,0,0,RemoteEvent
140,9,string,0,0,Network
140,10,string,0,0,Framework
140,11,string,0,0,Files
140,12,string,0,0,FireServer
140,13,string,0,0,Event
140,14,string,0,0,Name
140,15,string,0,0,SkillController
140,16,string,0,0,Args
140,17,string,0,0,tostring
140,18,string,0,0,End
140,19,number,4,1,0
141,0,string,0,0,task
141,1,string,0,0,spawn
142,0,boolean,5,,True
142,1,string,0,0,task
142,2,string,0,0,wait
142,3,int,1,1,5
142,4,string,0,0,pcall
142,5,number,4,1,10
142,6,number,4,1,0
143,0,string,0,0,hookfunction
143,1,string,0,0,checkcaller
143,2,string,0,0,setmetatable
143,3,string,0,0,__tostring
143,4,string,0,0,__index
143,5,string,0,0,Instance
143,6,string,0,0,new
143,7,string,0,0,RemoteEvent
143,8,string,0,0,FireServer
143,9,string,0,0,getrawmetatable
143,10,string,0,0,game
143,11,string,0,0,__namecall
143,12,string,0,0,pcall
143,13,string,0,0,string
143,14,string,0,0,char
143,15,int,1,1,92
143,16,string,0,0,(
143,17,string,0,0,%d+
143,18,string,0,0,)
143,19,string,0,0,%((%d+)%)
143,20,string,0,0,ipairs
143,21,string,0,0,find
143,22,string,0,0,sub
143,23,string,0,0,tonumber
143,24,string,0,0,match
143,25,int,1,1,0
143,26,string,0,0,Kick
